_id,Condition,ICD10,ICD10QF,SMRType,FinancialYear,Gender,GenderQF,AgeGroup,AgeGroupQF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
14650,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2014/15,All,d,65 years and over, ,8.8,8.2,3.2, ,84, ,78, ,30, ,1.1
14651,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2015/16,All,d,Under 15 years, ,0,0,0, ,0, ,0, ,0, ,0
14652,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2015/16,All,d,15-19 years, ,0,0,0, ,0, ,0, ,0, ,0
14653,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2015/16,All,d,20-24 years, ,0,0,0, ,0, ,0, ,0, ,0
14654,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2015/16,All,d,25-29 years, ,3.3,2.8,0, ,12, ,9, ,0, ,1.3
14655,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2015/16,All,d,30-34 years, ,5.5,5,1.2, ,18, ,18, ,3, ,1
14656,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2015/16,All,d,35-39 years, ,8.5,7.9,2.5, ,27, ,24, ,9, ,1.1
14657,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2015/16,All,d,40-44 years, ,14.2,12.7,1.2, ,48, ,45, ,3, ,1.1
14658,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2015/16,All,d,45-49 years, ,13.6,12.3,4.4, ,54, ,48, ,18, ,1.1
14659,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2015/16,All,d,50-54 years, ,16.1,14.8,2, ,63, ,60, ,9, ,1.1
14660,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2015/16,All,d,55-59 years, ,13.2,12.1,1.7, ,48, ,42, ,6, ,1.1
14661,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2015/16,All,d,60-64 years, ,11.2,11.2,3.8, ,36, ,36, ,12, ,1
14662,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2015/16,All,d,65 years and over, ,10.5,10.3,4.5, ,99, ,96, ,42, ,1
14663,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2016/17,All,d,Under 15 years, ,0,0,0, ,0, ,0, ,0, ,0
14664,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2016/17,All,d,15-19 years, ,0,0,0, ,0, ,0, ,0, ,0
14665,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2016/17,All,d,20-24 years, ,1.7,1.7,.8, ,6, ,6, ,3, ,1
14666,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2016/17,All,d,25-29 years, ,3.8,3.8,1.1, ,15, ,15, ,3, ,1
14667,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2016/17,All,d,30-34 years, ,9.5,10,1.7, ,33, ,33, ,6, ,1
14668,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2016/17,All,d,35-39 years, ,15.7,14.2,4.6, ,51, ,45, ,15, ,1.1
14669,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2016/17,All,d,40-44 years, ,14.7,13.8,6, ,48, ,45, ,21, ,1.1
14670,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2016/17,All,d,45-49 years, ,15.4,13.8,1.8, ,60, ,54, ,6, ,1.1
14671,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2016/17,All,d,50-54 years, ,17.5,16.3,4.5, ,69, ,66, ,18, ,1
14672,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2016/17,All,d,55-59 years, ,16.7,16.1,3.3, ,60, ,60, ,12, ,1
14673,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2016/17,All,d,60-64 years, ,13.9,12.3,4.4, ,45, ,39, ,15, ,1.2
14674,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2016/17,All,d,65 years and over, ,9,9,3.7, ,87, ,87, ,39, ,1
14675,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2017/18,All,d,Under 15 years, ,0,0,0, ,0, ,0, ,0, ,0
14676,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2017/18,All,d,15-19 years, ,0,0,0, ,0, ,0, ,0, ,0
14677,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2017/18,All,d,20-24 years, ,0,0,0, ,0, ,0, ,0, ,0
14678,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2017/18,All,d,25-29 years, ,3.9,3.1,1, ,15, ,12, ,3, ,1.3
14679,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2017/18,All,d,30-34 years, ,4.6,4,0, ,15, ,15, ,0, ,1
14680,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2017/18,All,d,35-39 years, ,9.6,9.3,2.1, ,33, ,30, ,6, ,1.1
14681,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2017/18,All,d,40-44 years, ,10.3,9.6,1.9, ,33, ,30, ,6, ,1.1
14682,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2017/18,All,d,45-49 years, ,13.4,13.2,2.9, ,51, ,51, ,12, ,1
14683,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2017/18,All,d,50-54 years, ,12.4,10.4,4, ,51, ,42, ,15, ,1.2
14684,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2017/18,All,d,55-59 years, ,10.7,10.7,2.7, ,39, ,39, ,9, ,1
14685,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2017/18,All,d,60-64 years, ,10.2,9,2.8, ,33, ,30, ,9, ,1.1
14686,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2017/18,All,d,65 years and over, ,9,8.5,3.6, ,87, ,84, ,36, ,1
14687,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2018/19,All,d,Under 15 years, ,0,0,0, ,0, ,0, ,0, ,0
14688,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2018/19,All,d,15-19 years, ,0,0,0, ,0, ,0, ,0, ,0
14689,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2018/19,All,d,20-24 years, ,0,0.8,0, ,0, ,0, ,0, ,0
14690,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2018/19,All,d,25-29 years, ,1.6,1.3,0, ,6, ,6, ,0, ,1
14691,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2018/19,All,d,30-34 years, ,5.3,4.2,1.1, ,18, ,15, ,3, ,1.2
14692,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2018/19,All,d,35-39 years, ,9,7.8,1.5, ,30, ,27, ,6, ,1.1
14693,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2018/19,All,d,40-44 years, ,8,8.3,1.3, ,24, ,24, ,3, ,1
14694,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2018/19,All,d,45-49 years, ,13.2,12.4,2.2, ,48, ,45, ,9, ,1.1
14695,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2018/19,All,d,50-54 years, ,11.9,10.3,.8, ,48, ,42, ,3, ,1.1
14696,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2018/19,All,d,55-59 years, ,8.1,7.3,2.1, ,30, ,27, ,9, ,1.1
14697,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2018/19,All,d,60-64 years, ,10.5,10.2,4.2, ,36, ,33, ,15, ,1.1
14698,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2018/19,All,d,65 years and over, ,7,6.6,3, ,66, ,63, ,30, ,1
14699,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2019/20,All,d,Under 15 years, ,0,0,0, ,0, ,0, ,0, ,0
14700,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2019/20,All,d,15-19 years, ,0,0,0, ,0, ,0, ,0, ,0
14701,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2019/20,All,d,20-24 years, ,0,0,0, ,0, ,0, ,0, ,0
14702,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2019/20,All,d,25-29 years, ,1.6,1,0, ,6, ,3, ,0, ,2
14703,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2019/20,All,d,30-34 years, ,4.6,4.1,1.1, ,18, ,15, ,3, ,1.2
14704,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2019/20,All,d,35-39 years, ,11.4,10.6,2, ,39, ,36, ,6, ,1.1
14705,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2019/20,All,d,40-44 years, ,10.1,9.2,2.2, ,33, ,30, ,6, ,1.1
14706,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2019/20,All,d,45-49 years, ,10.5,9.6,2.6, ,36, ,33, ,9, ,1.1
14707,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2019/20,All,d,50-54 years, ,10.6,9.8,1.8, ,42, ,39, ,6, ,1.1
14708,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2019/20,All,d,55-59 years, ,9.1,9.1,2.6, ,36, ,36, ,9, ,1
14709,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2019/20,All,d,60-64 years, ,7.7,7.4,1.8, ,27, ,24, ,6, ,1.1
14710,M&B - Withdrawal state with delirium,F10.4, ,SMR01,2019/20,All,d,65 years and over, ,8,7.6,3.5, ,81, ,78, ,36, ,1
14711,M&B - Withdrawal state with delirium,F10.4, ,SMR04,1997/98,Male, ,All,d,2.2,2.1, ,:,51, ,48, , ,:,1.1
14712,M&B - Withdrawal state with delirium,F10.4, ,SMR04,1997/98,Female, ,All,d,0.9,0.8, ,:,24, ,21, , ,:,1.1
14713,M&B - Withdrawal state with delirium,F10.4, ,SMR04,1998/99,Male, ,All,d,2.9,2.9, ,:,72, ,69, , ,:,1
14714,M&B - Withdrawal state with delirium,F10.4, ,SMR04,1998/99,Female, ,All,d,0.9,0.8, ,:,21, ,21, , ,:,1
14715,M&B - Withdrawal state with delirium,F10.4, ,SMR04,1999/00,Male, ,All,d,3,2.9, ,:,72, ,72, , ,:,1
14716,M&B - Withdrawal state with delirium,F10.4, ,SMR04,1999/00,Female, ,All,d,0.5,0.5, ,:,12, ,12, , ,:,1
14717,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2000/01,Male, ,All,d,2.9,2.7, ,:,72, ,66, , ,:,1.1
14718,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2000/01,Female, ,All,d,0.9,0.9, ,:,24, ,24, , ,:,1
14719,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2001/02,Male, ,All,d,2,1.8, ,:,51, ,45, , ,:,1.1
14720,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2001/02,Female, ,All,d,0.7,0.7, ,:,18, ,18, , ,:,1
14721,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2002/03,Male, ,All,d,1.7,1.6, ,:,42, ,39, , ,:,1.1
14722,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2002/03,Female, ,All,d,0.6,0.6, ,:,15, ,15, , ,:,1
14723,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2003/04,Male, ,All,d,1.3,1.3, ,:,33, ,33, , ,:,1
14724,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2003/04,Female, ,All,d,0.4,0.4, ,:,12, ,12, , ,:,1
14725,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2004/05,Male, ,All,d,1.6,1.4, ,:,39, ,36, , ,:,1.1
14726,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2004/05,Female, ,All,d,0.5,0.5, ,:,15, ,15, , ,:,1
14727,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2005/06,Male, ,All,d,1.2,1.1, ,:,30, ,27, , ,:,1.1
14728,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2005/06,Female, ,All,d,0.4,0.4, ,:,9, ,9, , ,:,1
14729,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2006/07,Male, ,All,d,1.3,1.2, ,:,33, ,30, , ,:,1.1
14730,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2006/07,Female, ,All,d,0.4,0.4, ,:,12, ,12, , ,:,1
14731,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2007/08,Male, ,All,d,0.6,0.6,.5, ,15, ,15, ,12, ,1
14732,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2007/08,Female, ,All,d,0.4,0.4,.3, ,9, ,9, ,6, ,1
14733,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2008/09,Male, ,All,d,0.9,0.9,.7, ,24, ,24, ,18, ,1
14734,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2008/09,Female, ,All,d,0.3,0.3,.2, ,9, ,9, ,6, ,1
14735,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2009/10,Male, ,All,d,0.6,0.6,.4, ,15, ,15, ,9, ,1
14736,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2009/10,Female, ,All,d,0.4,0.3,.3, ,9, ,9, ,9, ,1
14737,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2010/11,Male, ,All,d,1,1,.8, ,27, ,27, ,21, ,1
14738,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2010/11,Female, ,All,d,0.3,0.3,.2, ,9, ,9, ,6, ,1
14739,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2011/12,Male, ,All,d,0.6,0.6,.4, ,15, ,15, ,12, ,1
14740,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2011/12,Female, ,All,d,0.3,0.3,.2, ,9, ,9, ,6, ,1
14741,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2012/13,Male, ,All,d,0.8,0.8,.5, ,21, ,18, ,12, ,1.2
14742,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2012/13,Female, ,All,d,0.2,0.2,.2, ,6, ,6, ,6, ,1
14743,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2013/14,Male, ,All,d,0.6,0.6,.4, ,15, ,15, ,9, ,1
14744,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2013/14,Female, ,All,d,0.3,0.3,.2, ,9, ,9, ,6, ,1
14745,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2014/15,Male, ,All,d,0.3,0.3,.2, ,9, ,9, ,6, ,1
14746,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2014/15,Female, ,All,d,0.2,0.2,.1, ,6, ,6, ,3, ,1
14747,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2015/16,Male, ,All,d,0.8,0.7,.3, ,18, ,18, ,9, ,1
14748,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2015/16,Female, ,All,d,0.1,0.1,.1, ,3, ,3, ,3, ,1
14749,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2016/17,Male, ,All,d,0.5,0.5,.3, ,15, ,12, ,9, ,1.3
14750,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2016/17,Female, ,All,d,0.1,0.1,.1, ,3, ,3, ,3, ,1
14751,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2017/18,Male, ,All,d,0.7,0.6,.4, ,18, ,15, ,9, ,1.2
14752,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2017/18,Female, ,All,d,0.2,0.2,0, ,6, ,6, ,0, ,1
14753,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2018/19,Male, ,All,d,0.4,0.4,.3, ,9, ,9, ,6, ,1
14754,M&B - Withdrawal state with delirium,F10.4, ,SMR04,2018/19,Female, ,All,d,0,0,0, ,0, ,0, ,0, ,0
14755,M&B - Withdrawal state with delirium,F10.4, ,Combined,1997/98,Male, ,All,d,29.6,27, ,:,681, ,624, , ,:,1.1
14756,M&B - Withdrawal state with delirium,F10.4, ,Combined,1997/98,Female, ,All,d,5.3,4.8, ,:,132, ,120, , ,:,1.1
14757,M&B - Withdrawal state with delirium,F10.4, ,Combined,1998/99,Male, ,All,d,26.6,23.8, ,:,609, ,546, , ,:,1.1
14758,M&B - Withdrawal state with delirium,F10.4, ,Combined,1998/99,Female, ,All,d,4.7,4.4, ,:,120, ,111, , ,:,1.1
14759,M&B - Withdrawal state with delirium,F10.4, ,Combined,1999/00,Male, ,All,d,26.6,23.1, ,:,627, ,546, , ,:,1.1
14760,M&B - Withdrawal state with delirium,F10.4, ,Combined,1999/00,Female, ,All,d,4.9,4.7, ,:,123, ,117, , ,:,1.1
14761,M&B - Withdrawal state with delirium,F10.4, ,Combined,2000/01,Male, ,All,d,29.6,25.6, ,:,696, ,600, , ,:,1.2
14762,M&B - Withdrawal state with delirium,F10.4, ,Combined,2000/01,Female, ,All,d,5.5,5.1, ,:,141, ,129, , ,:,1.1
14763,M&B - Withdrawal state with delirium,F10.4, ,Combined,2001/02,Male, ,All,d,26.6,23.7, ,:,636, ,567, , ,:,1.1
14764,M&B - Withdrawal state with delirium,F10.4, ,Combined,2001/02,Female, ,All,d,6,5.2, ,:,153, ,132, , ,:,1.2
14765,M&B - Withdrawal state with delirium,F10.4, ,Combined,2002/03,Male, ,All,d,29.2,25.9, ,:,702, ,621, , ,:,1.1
14766,M&B - Withdrawal state with delirium,F10.4, ,Combined,2002/03,Female, ,All,d,6.7,5.7, ,:,174, ,150, , ,:,1.2
14767,M&B - Withdrawal state with delirium,F10.4, ,Combined,2003/04,Male, ,All,d,27.6,24.5, ,:,663, ,588, , ,:,1.1
14768,M&B - Withdrawal state with delirium,F10.4, ,Combined,2003/04,Female, ,All,d,6.1,5.4, ,:,159, ,141, , ,:,1.1
14769,M&B - Withdrawal state with delirium,F10.4, ,Combined,2004/05,Male, ,All,d,28.7,24.5, ,:,705, ,600, , ,:,1.2
14770,M&B - Withdrawal state with delirium,F10.4, ,Combined,2004/05,Female, ,All,d,7,6.2, ,:,183, ,162, , ,:,1.1
14771,M&B - Withdrawal state with delirium,F10.4, ,Combined,2005/06,Male, ,All,d,24.3,21.1, ,:,600, ,519, , ,:,1.2
14772,M&B - Withdrawal state with delirium,F10.4, ,Combined,2005/06,Female, ,All,d,5.6,5.2, ,:,147, ,135, , ,:,1.1
14773,M&B - Withdrawal state with delirium,F10.4, ,Combined,2006/07,Male, ,All,d,27.2,24.3, ,:,681, ,606, , ,:,1.1
14774,M&B - Withdrawal state with delirium,F10.4, ,Combined,2006/07,Female, ,All,d,6.7,6.2, ,:,180, ,168, , ,:,1.1
14775,M&B - Withdrawal state with delirium,F10.4, ,Combined,2007/08,Male, ,All,d,24.2,21.2,4.7, ,603, ,525, ,117, ,1.1
14776,M&B - Withdrawal state with delirium,F10.4, ,Combined,2007/08,Female, ,All,d,5.6,5.4,1.9, ,150, ,144, ,48, ,1
14777,M&B - Withdrawal state with delirium,F10.4, ,Combined,2008/09,Male, ,All,d,23.1,20.4,4.8, ,588, ,516, ,120, ,1.1
14778,M&B - Withdrawal state with delirium,F10.4, ,Combined,2008/09,Female, ,All,d,5.2,4.9,1.3, ,141, ,132, ,36, ,1.1
14779,M&B - Withdrawal state with delirium,F10.4, ,Combined,2009/10,Male, ,All,d,19.4,17.1,3.3, ,492, ,435, ,81, ,1.1
14780,M&B - Withdrawal state with delirium,F10.4, ,Combined,2009/10,Female, ,All,d,4.9,4.6,1.5, ,132, ,126, ,39, ,1
14781,M&B - Withdrawal state with delirium,F10.4, ,Combined,2010/11,Male, ,All,d,19.4,17.3,3, ,492, ,438, ,75, ,1.1
14782,M&B - Withdrawal state with delirium,F10.4, ,Combined,2010/11,Female, ,All,d,5.5,5,1.5, ,150, ,135, ,42, ,1.1
14783,M&B - Withdrawal state with delirium,F10.4, ,Combined,2011/12,Male, ,All,d,16.8,15.2,3.2, ,426, ,384, ,78, ,1.1
14784,M&B - Withdrawal state with delirium,F10.4, ,Combined,2011/12,Female, ,All,d,5.3,4.9,1.7, ,144, ,135, ,48, ,1.1
14785,M&B - Withdrawal state with delirium,F10.4, ,Combined,2012/13,Male, ,All,d,17.1,15,3.6, ,438, ,381, ,87, ,1.1
14786,M&B - Withdrawal state with delirium,F10.4, ,Combined,2012/13,Female, ,All,d,5,4.5,1.2, ,135, ,123, ,33, ,1.1
14787,M&B - Withdrawal state with delirium,F10.4, ,Combined,2013/14,Male, ,All,d,16.8,14.1,3.8, ,432, ,360, ,93, ,1.2
14788,M&B - Withdrawal state with delirium,F10.4, ,Combined,2013/14,Female, ,All,d,5.2,4.7,1, ,141, ,126, ,30, ,1.1
14789,M&B - Withdrawal state with delirium,F10.4, ,Combined,2014/15,Male, ,All,d,12.8,11.3,2.5, ,327, ,288, ,63, ,1.1
14790,M&B - Withdrawal state with delirium,F10.4, ,Combined,2014/15,Female, ,All,d,4.1,3.8,1.3, ,114, ,105, ,36, ,1.1
14791,M&B - Withdrawal state with delirium,F10.4, ,Combined,2015/16,Male, ,All,d,13.4,12.5,3.3, ,342, ,318, ,81, ,1.1
14792,M&B - Withdrawal state with delirium,F10.4, ,Combined,2015/16,Female, ,All,d,3.2,3,.9, ,90, ,84, ,24, ,1.1
14793,M&B - Withdrawal state with delirium,F10.4, ,Combined,2016/17,Male, ,All,d,15,14.1,3.7, ,387, ,363, ,96, ,1.1
14794,M&B - Withdrawal state with delirium,F10.4, ,Combined,2016/17,Female, ,All,d,3.8,3.6,1.4, ,108, ,102, ,42, ,1.1
14795,M&B - Withdrawal state with delirium,F10.4, ,Combined,2017/18,Male, ,All,d,11.2,10.3,2.8, ,285, ,264, ,72, ,1.1
14796,M&B - Withdrawal state with delirium,F10.4, ,Combined,2017/18,Female, ,All,d,3.4,3.1,1, ,96, ,87, ,27, ,1.1
14797,M&B - Withdrawal state with delirium,F10.4, ,Combined,2018/19,Male, ,All,d,9.3,8.5,2.1, ,237, ,216, ,54, ,1.1
14798,M&B - Withdrawal state with delirium,F10.4, ,Combined,2018/19,Female, ,All,d,3.1,2.9,.8, ,87, ,81, ,24, ,1.1
14799,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,1997/98,Male, ,All,d,13.9,12.4, ,:,285, ,252, , ,:,1.1
14800,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,1997/98,Female, ,All,d,3.6,3.1, ,:,84, ,75, , ,:,1.1
14801,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,1998/99,Male, ,All,d,13.2,11.6, ,:,264, ,231, , ,:,1.1
14802,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,1998/99,Female, ,All,d,4.3,3.8, ,:,102, ,93, , ,:,1.1
14803,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,1999/00,Male, ,All,d,13.9,12.3, ,:,279, ,246, , ,:,1.1
14804,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,1999/00,Female, ,All,d,4.2,3.6, ,:,99, ,87, , ,:,1.1
14805,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2000/01,Male, ,All,d,13.2,11.5, ,:,273, ,234, , ,:,1.2
14806,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2000/01,Female, ,All,d,3.9,3.3, ,:,96, ,81, , ,:,1.2
14807,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2001/02,Male, ,All,d,15.2,12.5, ,:,309, ,252, , ,:,1.2
14808,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2001/02,Female, ,All,d,3.9,3.3, ,:,96, ,81, , ,:,1.2
14809,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2002/03,Male, ,All,d,17.3,14, ,:,360, ,291, , ,:,1.2
14810,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2002/03,Female, ,All,d,4.7,4.1, ,:,114, ,99, , ,:,1.2
14811,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2003/04,Male, ,All,d,16.6,13.2, ,:,348, ,279, , ,:,1.2
14812,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2003/04,Female, ,All,d,4.9,4, ,:,123, ,99, , ,:,1.2
14813,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2004/05,Male, ,All,d,20.9,16.6, ,:,450, ,354, , ,:,1.3
14814,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2004/05,Female, ,All,d,5.1,3.9, ,:,126, ,99, , ,:,1.3
14815,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2005/06,Male, ,All,d,20.2,16.5, ,:,438, ,351, , ,:,1.2
14816,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2005/06,Female, ,All,d,4.5,3.9, ,:,111, ,96, , ,:,1.2
14817,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2006/07,Male, ,All,d,18.4,14.5, ,:,408, ,321, , ,:,1.3
14818,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2006/07,Female, ,All,d,5,4.3, ,:,129, ,111, , ,:,1.2
14819,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2007/08,Male, ,All,d,19.4,15.4,3.3, ,432, ,342, ,72, ,1.3
14820,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2007/08,Female, ,All,d,4.7,3.8,.8, ,120, ,96, ,21, ,1.3
14821,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2008/09,Male, ,All,d,18.6,14.6,3.1, ,423, ,333, ,72, ,1.3
14822,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2008/09,Female, ,All,d,4.5,3.5,1, ,117, ,90, ,27, ,1.3
14823,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2009/10,Male, ,All,d,19.2,14.5,3.6, ,447, ,336, ,78, ,1.3
14824,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2009/10,Female, ,All,d,4.8,4,1.4, ,126, ,105, ,36, ,1.2
14825,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2010/11,Male, ,All,d,19.7,15.3,3.1, ,456, ,354, ,72, ,1.3
14826,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2010/11,Female, ,All,d,6.6,4.8,1.2, ,174, ,129, ,33, ,1.3
14827,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2011/12,Male, ,All,d,18.9,14.4,2.9, ,444, ,339, ,66, ,1.3
14828,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2011/12,Female, ,All,d,6,4.6,1.1, ,162, ,123, ,30, ,1.3
14829,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2012/13,Male, ,All,d,19.8,15.3,3.1, ,465, ,357, ,69, ,1.3
14830,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2012/13,Female, ,All,d,4.8,3.5,1, ,129, ,93, ,27, ,1.4
14831,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2013/14,Male, ,All,d,20.3,13.5,2.5, ,486, ,324, ,60, ,1.5
14832,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2013/14,Female, ,All,d,4.8,3.8,.9, ,132, ,102, ,24, ,1.3
